   0.000   49.98041600
   0.005   49.97957959
   0.010   49.97707046
   0.015   49.97288889
   0.020   49.96703537
   0.025   49.95951054
   0.030   49.95031527
   0.035   49.93945060
   0.040   49.92691777
   0.045   49.91271820
   0.050   49.89685350
   0.055   49.87932548
   0.060   49.86013611
   0.065   49.83928759
   0.070   49.81678228
   0.075   49.79262273
   0.080   49.76681168
   0.085   49.73935207
   0.090   49.71024701
   0.095   49.67949980
   0.100   49.64711393
   0.105   49.61309308
   0.110   49.57744109
   0.115   49.54016202
   0.120   49.50126009
   0.125   49.46073970
   0.130   49.41860545
   0.135   49.37486212
   0.140   49.32951466
   0.145   49.28256820
   0.150   49.23402806
   0.155   49.18389974
   0.160   49.13218890
   0.165   49.07890140
   0.170   49.02404327
   0.175   48.96762070
   0.180   48.90964008
   0.185   48.85010797
   0.190   48.78903108
   0.195   48.72641632
   0.200   48.66227076
   0.205   48.59660163
   0.210   48.52941635
   0.215   48.46072250
   0.220   48.39052783
   0.225   48.31884025
   0.230   48.24566783
   0.235   48.17101883
   0.240   48.09490164
   0.245   48.01732484
   0.250   47.93829715
   0.255   47.85782747
   0.260   47.77592484
   0.265   47.69259847
   0.270   47.60785772
   0.275   47.52171211
   0.280   47.43417130
   0.285   47.34524511
   0.290   47.25494353
   0.295   47.16327667
   0.300   47.07025479
   0.305   46.97588833
   0.310   46.88018784
   0.315   46.78316403
   0.320   46.68482774
   0.325   46.58518997
   0.330   46.48426185
   0.335   46.38205464
   0.340   46.27857976
   0.345   46.17384872
   0.350   46.06787323
   0.355   45.96066506
   0.360   45.85223617
   0.365   45.74259861
   0.370   45.63176458
   0.375   45.51974638
   0.380   45.40655648
   0.385   45.29220741
   0.390   45.17671187
   0.395   45.06008267
   0.400   44.94233271
   0.405   44.82347503
   0.410   44.70352278
   0.415   44.58248922
   0.420   44.46038772
   0.425   44.33723176
   0.430   44.21303492
   0.435   44.08781089
   0.440   43.96157346
   0.445   43.83433652
   0.450   43.70611407
   0.455   43.57692020
   0.460   43.44676909
   0.465   43.31567502
   0.470   43.18365235
   0.475   43.05071556
   0.480   42.91687917
   0.485   42.78215784
   0.490   42.64656627
   0.495   42.51011926
   0.500   42.37283170
   0.505   42.23471853
   0.510   42.09579479
   0.515   41.95607558
   0.520   41.81557609
   0.525   41.67431156
   0.530   41.53229730
   0.535   41.38954871
   0.540   41.24608121
   0.545   41.10191032
   0.550   40.95705160
   0.555   40.81152067
   0.560   40.66533322
   0.565   40.51850498
   0.570   40.37105172
   0.575   40.22298927
   0.580   40.07433353
   0.585   39.92510039
   0.590   39.77530584
   0.595   39.62496587
   0.600   39.47409653
   0.605   39.32271389
   0.610   39.17083407
   0.615   39.01847320
   0.620   38.86564747
   0.625   38.71237307
   0.630   38.55866621
   0.635   38.40454316
   0.640   38.25002016
   0.645   38.09511351
   0.650   37.93983951
   0.655   37.78421445
   0.660   37.62825468
   0.665   37.47197652
   0.670   37.31539630
   0.675   37.15853036
   0.680   37.00139506
   0.685   36.84400672
   0.690   36.68638169
   0.695   36.52853630
   0.700   36.37048687
   0.705   36.21224972
   0.710   36.05384115
   0.715   35.89527744
   0.720   35.73657486
   0.725   35.57774966
   0.730   35.41881806
   0.735   35.25979627
   0.740   35.10070045
   0.745   34.94154674
   0.750   34.78235126
   0.755   34.62313008
   0.760   34.46389923
   0.765   34.30467471
   0.770   34.14547248
   0.775   33.98630843
   0.780   33.82719844
   0.785   33.66815830
   0.790   33.50920378
   0.795   33.35035058
   0.800   33.19161433
   0.805   33.03301062
   0.810   32.87455496
   0.815   32.71626280
   0.820   32.55814953
   0.825   32.40023045
   0.830   32.24252081
   0.835   32.08503575
   0.840   31.92779035
   0.845   31.77079961
   0.850   31.61407844
   0.855   31.45764166
   0.860   31.30150399
   0.865   31.14568009
   0.870   30.99018447
   0.875   30.83503159
   0.880   30.68023579
   0.885   30.52581128
   0.890   30.37177221
   0.895   30.21813257
   0.900   30.06490628
   0.905   29.91210711
   0.910   29.75974872
   0.915   29.60784467
   0.920   29.45640835
   0.925   29.30545306
   0.930   29.15499196
   0.935   29.00503806
   0.940   28.85560425
   0.945   28.70670327
   0.950   28.55834771
   0.955   28.41055005
   0.960   28.26332257
   0.965   28.11667743
   0.970   27.97062664
   0.975   27.82518202
   0.980   27.68035526
   0.985   27.53615786
   0.990   27.39260119
   0.995   27.24969641
