   0.000   29.99694400
   0.005   29.99661957
   0.010   29.99564632
   0.015   29.99402432
   0.020   29.99175369
   0.025   29.98883460
   0.030   29.98526729
   0.035   29.98105201
   0.040   29.97618910
   0.045   29.97067893
   0.050   29.96452192
   0.055   29.95771853
   0.060   29.95026930
   0.065   29.94217478
   0.070   29.93343561
   0.075   29.92405244
   0.080   29.91402599
   0.085   29.90335704
   0.090   29.89204639
   0.095   29.88009492
   0.100   29.86750353
   0.105   29.85427320
   0.110   29.84040492
   0.115   29.82589976
   0.120   29.81075883
   0.125   29.79498329
   0.130   29.77857434
   0.135   29.76153324
   0.140   29.74386129
   0.145   29.72555984
   0.150   29.70663028
   0.155   29.68707407
   0.160   29.66689269
   0.165   29.64608769
   0.170   29.62466066
   0.175   29.60261324
   0.180   29.57994710
   0.185   29.55666397
   0.190   29.53276565
   0.195   29.50825394
   0.200   29.48313072
   0.205   29.45739790
   0.210   29.43105746
   0.215   29.40411139
   0.220   29.37656175
   0.225   29.34841065
   0.230   29.31966023
   0.235   29.29031269
   0.240   29.26037025
   0.245   29.22983520
   0.250   29.19870987
   0.255   29.16699662
   0.260   29.13469788
   0.265   29.10181611
   0.270   29.06835380
   0.275   29.03431350
   0.280   28.99969781
   0.285   28.96450936
   0.290   28.92875082
   0.295   28.89242492
   0.300   28.85553442
   0.305   28.81808212
   0.310   28.78007086
   0.315   28.74150355
   0.320   28.70238311
   0.325   28.66271250
   0.330   28.62249475
   0.335   28.58173290
   0.340   28.54043006
   0.345   28.49858934
   0.350   28.45621394
   0.355   28.41330706
   0.360   28.36987196
   0.365   28.32591192
   0.370   28.28143028
   0.375   28.23643042
   0.380   28.19091574
   0.385   28.14488968
   0.390   28.09835573
   0.395   28.05131741
   0.400   28.00377828
   0.405   27.95574194
   0.410   27.90721201
   0.415   27.85819218
   0.420   27.80868613
   0.425   27.75869761
   0.430   27.70823039
   0.435   27.65728829
   0.440   27.60587515
   0.445   27.55399485
   0.450   27.50165129
   0.455   27.44884843
   0.460   27.39559024
   0.465   27.34188074
   0.470   27.28772397
   0.475   27.23312400
   0.480   27.17808495
   0.485   27.12261095
   0.490   27.06670618
   0.495   27.01037484
   0.500   26.95362115
   0.505   26.89644938
   0.510   26.83886383
   0.515   26.78086880
   0.520   26.72246866
   0.525   26.66366778
   0.530   26.60447056
   0.535   26.54488144
   0.540   26.48490488
   0.545   26.42454537
   0.550   26.36380742
   0.555   26.30269557
   0.560   26.24121438
   0.565   26.17936846
   0.570   26.11716241
   0.575   26.05460088
   0.580   25.99168853
   0.585   25.92843005
   0.590   25.86483015
   0.595   25.80089357
   0.600   25.73662505
   0.605   25.67202939
   0.610   25.60711138
   0.615   25.54187585
   0.620   25.47632763
   0.625   25.41047158
   0.630   25.34431260
   0.635   25.27785558
   0.640   25.21110544
   0.645   25.14406712
   0.650   25.07674558
   0.655   25.00914580
   0.660   24.94127276
   0.665   24.87313147
   0.670   24.80472695
   0.675   24.73606426
   0.680   24.66714844
   0.685   24.59798456
   0.690   24.52857772
   0.695   24.45893300
   0.700   24.38905552
   0.705   24.31895040
   0.710   24.24862279
   0.715   24.17807782
   0.720   24.10732067
   0.725   24.03635651
   0.730   23.96519051
   0.735   23.89382786
   0.740   23.82227378
   0.745   23.75053347
   0.750   23.67861215
   0.755   23.60651505
   0.760   23.53424740
   0.765   23.46181445
   0.770   23.38922144
   0.775   23.31647363
   0.780   23.24357628
   0.785   23.17053465
   0.790   23.09735401
   0.795   23.02403963
   0.800   22.95059680
   0.805   22.87703079
   0.810   22.80334688
   0.815   22.72955035
   0.820   22.65564650
   0.825   22.58164060
   0.830   22.50753794
   0.835   22.43334380
   0.840   22.35906348
   0.845   22.28470225
   0.850   22.21026539
   0.855   22.13575818
   0.860   22.06118590
   0.865   21.98655381
   0.870   21.91186719
   0.875   21.83713129
   0.880   21.76235137
   0.885   21.68753268
   0.890   21.61268047
   0.895   21.53779996
   0.900   21.46289640
   0.905   21.38797500
   0.910   21.31304097
   0.915   21.23809951
   0.920   21.16315581
   0.925   21.08821507
   0.930   21.01328243
   0.935   20.93836307
   0.940   20.86346212
   0.945   20.78858473
   0.950   20.71373600
   0.955   20.63892104
   0.960   20.56414494
   0.965   20.48941277
   0.970   20.41472959
   0.975   20.34010043
   0.980   20.26553033
   0.985   20.19102428
   0.990   20.11658726
   0.995   20.04222425
